-12.0 12.0 0.0
-12.0 14.0 0.5
-12.0 16.0 1.0
-12.0 18.0 1.3
-12.0 20.0 1.5
-12.0 22.0 1.7
-12.0 24.0 1.7
-12.0 26.0 1.7
-12.0 28.0 1.6
-12.0 30.0 1.5
-12.0 32.0 1.3
-12.0 34.0 1.1
-12.0 36.0 0.9
-12.0 38.0 0.6
-12.0 40.0 0.4
-12.0 42.0 0.2
-12.0 44.0 -0.1
-12.0 46.0 -0.3
-12.0 48.0 -0.4
-12.0 50.0 -0.6
-10.0 -50.0 0.3
-10.0 -48.0 0.5
-10.0 -46.0 0.7
-10.0 -44.0 0.9
-10.0 -42.0 1.0
-10.0 -40.0 1.2
-10.0 -38.0 1.3
-10.0 -36.0 1.3
-10.0 -34.0 1.3
-10.0 -32.0 1.3
-10.0 -30.0 1.2
-10.0 -28.0 1.0
-10.0 -26.0 0.8
-10.0 -24.0 0.5
-10.0 -22.0 0.1
-10.0 -20.0 -0.3
-10.0 -18.0 -0.8
-10.0 -16.0 -1.4
-10.0 -14.0 -2.0
-10.0 -12.0 -2.6
-10.0 -10.0 -3.2
-10.0 -8.0 -3.8
-10.0 -6.0 -4.3
-10.0 -4.0 -4.6
-10.0 -2.0 -4.6
-10.0 0.0 -4.2
-10.0 2.0 -3.5
-10.0 4.0 -2.6
-10.0 6.0 -1.7
-10.0 8.0 -0.8
-10.0 10.0 0.0
-10.0 12.0 0.6
-10.0 14.0 1.1
-10.0 16.0 1.5
-10.0 18.0 1.7
-10.0 20.0 1.9
-10.0 22.0 1.9
-10.0 24.0 1.9
-10.0 26.0 1.8
-10.0 28.0 1.6
-10.0 30.0 1.4
-10.0 32.0 1.2
-10.0 34.0 1.0
-10.0 36.0 0.7
-10.0 38.0 0.4
-10.0 40.0 0.2
-10.0 42.0 -0.1
-10.0 44.0 -0.3
-10.0 46.0 -0.5
-10.0 48.0 -0.6
-10.0 50.0 -0.7
-8.0 -50.0 0.5
-8.0 -48.0 0.6
-8.0 -46.0 0.8
-8.0 -44.0 1.0
-8.0 -42.0 1.1
-8.0 -40.0 1.2
-8.0 -38.0 1.3
-8.0 -36.0 1.3
-8.0 -34.0 1.2
-8.0 -32.0 1.1
-8.0 -30.0 1.0
-8.0 -28.0 0.8
-8.0 -26.0 0.5
-8.0 -24.0 0.1
-8.0 -22.0 -0.3
-8.0 -20.0 -0.8
-8.0 -18.0 -1.3
-8.0 -16.0 -1.9
-8.0 -14.0 -2.5
-8.0 -12.0 -3.2
-8.0 -10.0 -3.8
-8.0 -8.0 -4.4
-8.0 -6.0 -4.9
-8.0 -4.0 -5.2
-8.0 -2.0 -5.1
-8.0 0.0 -4.5
-8.0 2.0 -3.4
-8.0 4.0 -2.2
-8.0 6.0 -1.0
-8.0 8.0 0.0
-8.0 10.0 0.8
-8.0 12.0 1.4
-8.0 14.0 1.8
-8.0 16.0 2.0
-8.0 18.0 2.1
-8.0 20.0 2.2
-8.0 22.0 2.1
-8.0 24.0 2.0
-8.0 26.0 1.8
-8.0 28.0 1.6
-8.0 30.0 1.3
-8.0 32.0 1.0
-8.0 34.0 0.7
-8.0 36.0 0.5
-8.0 38.0 0.2
-8.0 40.0 -0.1
-8.0 42.0 -0.3
-8.0 44.0 -0.5
-8.0 46.0 -0.7
-8.0 48.0 -0.8
-8.0 50.0 -0.9
-6.0 -50.0 0.6
-6.0 -48.0 0.8
-6.0 -46.0 1.0
-6.0 -44.0 1.1
-6.0 -42.0 1.2
-6.0 -40.0 1.2
-6.0 -38.0 1.2
-6.0 -36.0 1.2
-6.0 -34.0 1.1
-6.0 -32.0 0.9
-6.0 -30.0 0.7
-6.0 -28.0 0.4
-6.0 -26.0 0.1
-6.0 -24.0 -0.3
-6.0 -22.0 -0.7
-6.0 -20.0 -1.2
-6.0 -18.0 -1.8
-6.0 -16.0 -2.4
-6.0 -14.0 -3.0
-6.0 -12.0 -3.6
-6.0 -10.0 -4.3
-6.0 -8.0 -4.9
-6.0 -6.0 -5.5
-6.0 -4.0 -5.8
-6.0 -2.0 -5.7
-6.0 0.0 -4.7
-6.0 2.0 -3.1
-6.0 4.0 -1.4
-6.0 6.0 0.0
-6.0 8.0 1.0
-6.0 10.0 1.7
-6.0 12.0 2.1
-6.0 14.0 2.4
-6.0 16.0 2.5
-6.0 18.0 2.5
-6.0 20.0 2.4
-6.0 22.0 2.2
-6.0 24.0 2.0
-6.0 26.0 1.7
-6.0 28.0 1.4
-6.0 30.0 1.1
-6.0 32.0 0.8
-6.0 34.0 0.5
-6.0 36.0 0.2
-6.0 38.0 -0.1
-6.0 40.0 -0.3
-6.0 42.0 -0.5
-6.0 44.0 -0.7
-6.0 46.0 -0.8
-6.0 48.0 -0.9
-6.0 50.0 -0.9
-4.0 -50.0 0.8
-4.0 -48.0 0.9
-4.0 -46.0 1.0
-4.0 -44.0 1.1
-4.0 -42.0 1.2
-4.0 -40.0 1.2
-4.0 -38.0 1.1
-4.0 -36.0 1.0
-4.0 -34.0 0.9
-4.0 -32.0 0.7
-4.0 -30.0 0.4
-4.0 -28.0 0.1
-4.0 -26.0 -0.3
-4.0 -24.0 -0.7
-4.0 -22.0 -1.2
-4.0 -20.0 -1.7
-4.0 -18.0 -2.2
-4.0 -16.0 -2.8
-4.0 -14.0 -3.3
-4.0 -12.0 -4.0
-4.0 -10.0 -4.6
-4.0 -8.0 -5.2
-4.0 -6.0 -5.8
-4.0 -4.0 -6.3
-4.0 -2.0 -6.3
-4.0 0.0 -4.9
-4.0 2.0 -2.2
-4.0 4.0 0.0
-4.0 6.0 1.4
-4.0 8.0 2.2
-4.0 10.0 2.6
-4.0 12.0 2.8
-4.0 14.0 2.9
-4.0 16.0 2.8
-4.0 18.0 2.7
-4.0 20.0 2.5
-4.0 22.0 2.2
-4.0 24.0 1.9
-4.0 26.0 1.5
-4.0 28.0 1.2
-4.0 30.0 0.9
-4.0 32.0 0.5
-4.0 34.0 0.2
-4.0 36.0 -0.1
-4.0 38.0 -0.3
-4.0 40.0 -0.6
-4.0 42.0 -0.7
-4.0 44.0 -0.9
-4.0 46.0 -0.9
-4.0 48.0 -1.0
-4.0 50.0 -1.0
-2.0 -50.0 0.9
-2.0 -48.0 1.0
-2.0 -46.0 1.1
-2.0 -44.0 1.1
-2.0 -42.0 1.1
-2.0 -40.0 1.1
-2.0 -38.0 1.0
-2.0 -36.0 0.8
-2.0 -34.0 0.6
-2.0 -32.0 0.4
-2.0 -30.0 0.1
-2.0 -28.0 -0.3
-2.0 -26.0 -0.6
-2.0 -24.0 -1.1
-2.0 -22.0 -1.5
-2.0 -20.0 -2.0
-2.0 -18.0 -2.5
-2.0 -16.0 -3.0
-2.0 -14.0 -3.5
-2.0 -12.0 -4.1
-2.0 -10.0 -4.6
-2.0 -8.0 -5.1
-2.0 -6.0 -5.7
-2.0 -4.0 -6.3
-2.0 -2.0 -6.9
-2.0 0.0 -5.0
-2.0 2.0 0.0
-2.0 4.0 2.2
-2.0 6.0 3.1
-2.0 8.0 3.4
-2.0 10.0 3.5
-2.0 12.0 3.5
-2.0 14.0 3.3
-2.0 16.0 3.1
-2.0 18.0 2.8
-2.0 20.0 2.4
-2.0 22.0 2.1
-2.0 24.0 1.7
-2.0 26.0 1.3
-2.0 28.0 0.9
-2.0 30.0 0.6
-2.0 32.0 0.2
-2.0 34.0 -0.1
-2.0 36.0 -0.4
-2.0 38.0 -0.6
-2.0 40.0 -0.8
-2.0 42.0 -0.9
-2.0 44.0 -1.0
-2.0 46.0 -1.0
-2.0 48.0 -1.0
-2.0 50.0 -1.0
0.0 -50.0 1.0
0.0 -48.0 1.0
0.0 -46.0 1.1
0.0 -44.0 1.1
0.0 -42.0 1.0
0.0 -40.0 0.9
0.0 -38.0 0.8
0.0 -36.0 0.6
0.0 -34.0 0.4
0.0 -32.0 0.1
0.0 -30.0 -0.2
0.0 -28.0 -0.6
0.0 -26.0 -1.0
0.0 -24.0 -1.4
0.0 -22.0 -1.8
0.0 -20.0 -2.3
0.0 -18.0 -2.7
0.0 -16.0 -3.1
0.0 -14.0 -3.5
0.0 -12.0 -3.9
0.0 -10.0 -4.2
0.0 -8.0 -4.5
0.0 -6.0 -4.7
0.0 -4.0 -4.9
0.0 -2.0 -5.0
0.0 0.0 20.0
0.0 2.0 5.0
0.0 4.0 4.9
0.0 6.0 4.7
0.0 8.0 4.5
0.0 10.0 4.2
0.0 12.0 3.9
0.0 14.0 3.5
0.0 16.0 3.1
0.0 18.0 2.7
0.0 20.0 2.3
0.0 22.0 1.8
0.0 24.0 1.4
0.0 26.0 1.0
0.0 28.0 0.6
0.0 30.0 0.2
0.0 32.0 -0.1
0.0 34.0 -0.4
0.0 36.0 -0.6
0.0 38.0 -0.8
0.0 40.0 -0.9
0.0 42.0 -1.0
0.0 44.0 -1.1
0.0 46.0 -1.1
0.0 48.0 -1.0
0.0 50.0 -1.0
2.0 -50.0 1.0
2.0 -48.0 1.0
2.0 -46.0 1.0
2.0 -44.0 1.0
2.0 -42.0 0.9
2.0 -40.0 0.8
2.0 -38.0 0.6
2.0 -36.0 0.4
2.0 -34.0 0.1
2.0 -32.0 -0.2
2.0 -30.0 -0.6
2.0 -28.0 -0.9
2.0 -26.0 -1.3
2.0 -24.0 -1.7
2.0 -22.0 -2.1
2.0 -20.0 -2.4
2.0 -18.0 -2.8
2.0 -16.0 -3.1
2.0 -14.0 -3.3
2.0 -12.0 -3.5
2.0 -10.0 -3.5
2.0 -8.0 -3.4
2.0 -6.0 -3.1
2.0 -4.0 -2.2
2.0 -2.0 0.0
2.0 0.0 5.0
2.0 2.0 6.9
2.0 4.0 6.3
2.0 6.0 5.7
2.0 8.0 5.1
2.0 10.0 4.6
2.0 12.0 4.1
2.0 14.0 3.5
2.0 16.0 3.0
2.0 18.0 2.5
2.0 20.0 2.0
2.0 22.0 1.5
2.0 24.0 1.1
2.0 26.0 0.6
2.0 28.0 0.3
2.0 30.0 -0.1
2.0 32.0 -0.4
2.0 34.0 -0.6
2.0 36.0 -0.8
2.0 38.0 -1.0
2.0 40.0 -1.1
2.0 42.0 -1.1
2.0 44.0 -1.1
2.0 46.0 -1.1
2.0 48.0 -1.0
2.0 50.0 -0.9
4.0 -50.0 1.0
4.0 -48.0 1.0
4.0 -46.0 0.9
4.0 -44.0 0.9
4.0 -42.0 0.7
4.0 -40.0 0.6
4.0 -38.0 0.3
4.0 -36.0 0.1
4.0 -34.0 -0.2
4.0 -32.0 -0.5
4.0 -30.0 -0.9
4.0 -28.0 -1.2
4.0 -26.0 -1.5
4.0 -24.0 -1.9
4.0 -22.0 -2.2
4.0 -20.0 -2.5
4.0 -18.0 -2.7
4.0 -16.0 -2.8
4.0 -14.0 -2.9
4.0 -12.0 -2.8
4.0 -10.0 -2.6
4.0 -8.0 -2.2
4.0 -6.0 -1.4
4.0 -4.0 0.0
4.0 -2.0 2.2
4.0 0.0 4.9
4.0 2.0 6.3
4.0 4.0 6.3
4.0 6.0 5.8
4.0 8.0 5.2
4.0 10.0 4.6
4.0 12.0 4.0
4.0 14.0 3.3
4.0 16.0 2.8
4.0 18.0 2.2
4.0 20.0 1.7
4.0 22.0 1.2
4.0 24.0 0.7
4.0 26.0 0.3
4.0 28.0 -0.1
4.0 30.0 -0.4
4.0 32.0 -0.7
4.0 34.0 -0.9
4.0 36.0 -1.0
4.0 38.0 -1.1
4.0 40.0 -1.2
4.0 42.0 -1.2
4.0 44.0 -1.1
4.0 46.0 -1.0
4.0 48.0 -0.9
4.0 50.0 -0.8
6.0 -50.0 0.9
6.0 -48.0 0.9
6.0 -46.0 0.8
6.0 -44.0 0.7
6.0 -42.0 0.5
6.0 -40.0 0.3
6.0 -38.0 0.1
6.0 -36.0 -0.2
6.0 -34.0 -0.5
6.0 -32.0 -0.8
6.0 -30.0 -1.1
6.0 -28.0 -1.4
6.0 -26.0 -1.7
6.0 -24.0 -2.0
6.0 -22.0 -2.2
6.0 -20.0 -2.4
6.0 -18.0 -2.5
6.0 -16.0 -2.5
6.0 -14.0 -2.4
6.0 -12.0 -2.1
6.0 -10.0 -1.7
6.0 -8.0 -1.0
6.0 -6.0 0.0
6.0 -4.0 1.4
6.0 -2.0 3.1
6.0 0.0 4.7
6.0 2.0 5.7
6.0 4.0 5.8
6.0 6.0 5.5
6.0 8.0 4.9
6.0 10.0 4.3
6.0 12.0 3.6
6.0 14.0 3.0
6.0 16.0 2.4
6.0 18.0 1.8
6.0 20.0 1.2
6.0 22.0 0.7
6.0 24.0 0.3
6.0 26.0 -0.1
6.0 28.0 -0.4
6.0 30.0 -0.7
6.0 32.0 -0.9
6.0 34.0 -1.1
6.0 36.0 -1.2
6.0 38.0 -1.2
6.0 40.0 -1.2
6.0 42.0 -1.2
6.0 44.0 -1.1
6.0 46.0 -1.0
6.0 48.0 -0.8
6.0 50.0 -0.6
8.0 -50.0 0.9
8.0 -48.0 0.8
8.0 -46.0 0.7
8.0 -44.0 0.5
8.0 -42.0 0.3
8.0 -40.0 0.1
8.0 -38.0 -0.2
8.0 -36.0 -0.5
8.0 -34.0 -0.7
8.0 -32.0 -1.0
8.0 -30.0 -1.3
8.0 -28.0 -1.6
8.0 -26.0 -1.8
8.0 -24.0 -2.0
8.0 -22.0 -2.1
8.0 -20.0 -2.2
8.0 -18.0 -2.1
8.0 -16.0 -2.0
8.0 -14.0 -1.8
8.0 -12.0 -1.4
8.0 -10.0 -0.8
8.0 -8.0 0.0
8.0 -6.0 1.0
8.0 -4.0 2.2
8.0 -2.0 3.4
8.0 0.0 4.5
8.0 2.0 5.1
8.0 4.0 5.2
8.0 6.0 4.9
8.0 8.0 4.4
8.0 10.0 3.8
8.0 12.0 3.2
8.0 14.0 2.5
8.0 16.0 1.9
8.0 18.0 1.3
8.0 20.0 0.8
8.0 22.0 0.3
8.0 24.0 -0.1
8.0 26.0 -0.5
8.0 28.0 -0.8
8.0 30.0 -1.0
8.0 32.0 -1.1
8.0 34.0 -1.2
8.0 36.0 -1.3
8.0 38.0 -1.3
8.0 40.0 -1.2
8.0 42.0 -1.1
8.0 44.0 -1.0
8.0 46.0 -0.8
8.0 48.0 -0.6
8.0 50.0 -0.5
10.0 -50.0 0.7
10.0 -48.0 0.6
10.0 -46.0 0.5
10.0 -44.0 0.3
10.0 -42.0 0.1
10.0 -40.0 -0.2
10.0 -38.0 -0.4
10.0 -36.0 -0.7
10.0 -34.0 -1.0
10.0 -32.0 -1.2
10.0 -30.0 -1.4
10.0 -28.0 -1.6
10.0 -26.0 -1.8
10.0 -24.0 -1.9
10.0 -22.0 -1.9
10.0 -20.0 -1.9
10.0 -18.0 -1.7
10.0 -16.0 -1.5
10.0 -14.0 -1.1
10.0 -12.0 -0.6
10.0 -10.0 0.0
10.0 -8.0 0.8
10.0 -6.0 1.7
10.0 -4.0 2.6
10.0 -2.0 3.5
10.0 0.0 4.2
10.0 2.0 4.6
10.0 4.0 4.6
10.0 6.0 4.3
10.0 8.0 3.8
10.0 10.0 3.2
10.0 12.0 2.6
10.0 14.0 2.0
10.0 16.0 1.4
10.0 18.0 0.8
10.0 20.0 0.3
10.0 22.0 -0.1
10.0 24.0 -0.5
10.0 26.0 -0.8
10.0 28.0 -1.0
10.0 30.0 -1.2
10.0 32.0 -1.3
10.0 34.0 -1.3
10.0 36.0 -1.3
10.0 38.0 -1.3
10.0 40.0 -1.2
10.0 42.0 -1.0
10.0 44.0 -0.9
10.0 46.0 -0.7
10.0 48.0 -0.5
10.0 50.0 -0.3
12.0 -50.0 0.6
12.0 -48.0 0.4
12.0 -46.0 0.3
12.0 -44.0 0.1
12.0 -42.0 -0.2
12.0 -40.0 -0.4
12.0 -38.0 -0.6
12.0 -36.0 -0.9
12.0 -34.0 -1.1
12.0 -32.0 -1.3
12.0 -30.0 -1.5
12.0 -28.0 -1.6
12.0 -26.0 -1.7
12.0 -24.0 -1.7
12.0 -22.0 -1.7
12.0 -20.0 -1.5
12.0 -18.0 -1.3
12.0 -16.0 -1.0
12.0 -14.0 -0.5
12.0 -12.0 0.0
12.0 -10.0 0.6
12.0 -8.0 1.4
12.0 -6.0 2.1
12.0 -4.0 2.8
12.0 -2.0 3.5
12.0 0.0 3.9
12.0 2.0 4.1
12.0 4.0 4.0
12.0 6.0 3.6
12.0 8.0 3.2
12.0 10.0 2.6
12.0 12.0 2.0
12.0 14.0 1.4
12.0 16.0 0.8
12.0 18.0 0.3
12.0 20.0 -0.1
12.0 22.0 -0.5
12.0 24.0 -0.8
12.0 26.0 -1.1
12.0 28.0 -1.2
12.0 30.0 -1.3
12.0 32.0 -1.4
12.0 34.0 -1.4
12.0 36.0 -1.3
12.0 38.0 -1.2
12.0 40.0 -1.1
12.0 42.0 -0.9
12.0 44.0 -0.7
12.0 46.0 -0.5
12.0 48.0 -0.3
12.0 50.0 -0.1
14.0 -50.0 0.4
14.0 -48.0 0.3
14.0 -46.0 0.1
14.0 -44.0 -0.2
14.0 -42.0 -0.4
14.0 -40.0 -0.6
14.0 -38.0 -0.8
14.0 -36.0 -1.0
14.0 -34.0 -1.2
14.0 -32.0 -1.4
14.0 -30.0 -1.5
14.0 -28.0 -1.6
14.0 -26.0 -1.6
14.0 -24.0 -1.5
14.0 -22.0 -1.4
14.0 -20.0 -1.2
14.0 -18.0 -0.9
14.0 -16.0 -0.5
14.0 -14.0 0.0
14.0 -12.0 0.5
14.0 -10.0 1.1
14.0 -8.0 1.8
14.0 -6.0 2.4
14.0 -4.0 2.9
14.0 -2.0 3.3
14.0 0.0 3.5
14.0 2.0 3.5
14.0 4.0 3.3
14.0 6.0 3.0
14.0 8.0 2.5
14.0 10.0 2.0
14.0 12.0 1.4
14.0 14.0 0.8
14.0 16.0 0.3
14.0 18.0 -0.1
14.0 20.0 -0.5
14.0 22.0 -0.8
14.0 24.0 -1.1
14.0 26.0 -1.3
14.0 28.0 -1.4
14.0 30.0 -1.4
14.0 32.0 -1.4
14.0 34.0 -1.4
14.0 36.0 -1.2
14.0 38.0 -1.1
14.0 40.0 -0.9
14.0 42.0 -0.7
14.0 44.0 -0.5
14.0 46.0 -0.3
14.0 48.0 -0.1
14.0 50.0 0.1
16.0 -50.0 0.2
16.0 -48.0 0.1
16.0 -46.0 -0.1
16.0 -44.0 -0.4
16.0 -42.0 -0.6
16.0 -40.0 -0.8
16.0 -38.0 -1.0
16.0 -36.0 -1.2
16.0 -34.0 -1.3
16.0 -32.0 -1.4
16.0 -30.0 -1.4
16.0 -28.0 -1.4
16.0 -26.0 -1.4
16.0 -24.0 -1.2
16.0 -22.0 -1.0
16.0 -20.0 -0.8
16.0 -18.0 -0.4
16.0 -16.0 0.0
16.0 -14.0 0.5
16.0 -12.0 1.0
16.0 -10.0 1.5
16.0 -8.0 2.0
16.0 -6.0 2.5
16.0 -4.0 2.8
16.0 -2.0 3.1
16.0 0.0 3.1
16.0 2.0 3.0
16.0 4.0 2.8
16.0 6.0 2.4
16.0 8.0 1.9
16.0 10.0 1.4
16.0 12.0 0.8
16.0 14.0 0.3
16.0 16.0 -0.1
16.0 18.0 -0.5
16.0 20.0 -0.9
16.0 22.0 -1.1
16.0 24.0 -1.3
16.0 26.0 -1.4
16.0 28.0 -1.5
16.0 30.0 -1.5
16.0 32.0 -1.4
16.0 34.0 -1.3
16.0 36.0 -1.1
16.0 38.0 -0.9
16.0 40.0 -0.7
16.0 42.0 -0.5
16.0 44.0 -0.3
16.0 46.0 -0.1
16.0 48.0 0.1
16.0 50.0 0.3
18.0 -50.0 0.1
18.0 -48.0 -0.1
18.0 -46.0 -0.3
18.0 -44.0 -0.5
18.0 -42.0 -0.7
18.0 -40.0 -0.9
18.0 -38.0 -1.1
18.0 -36.0 -1.2
18.0 -34.0 -1.3
18.0 -32.0 -1.3
18.0 -30.0 -1.3
18.0 -28.0 -1.3
18.0 -26.0 -1.1
18.0 -24.0 -0.9
18.0 -22.0 -0.7
18.0 -20.0 -0.4
18.0 -18.0 0.0
18.0 -16.0 0.4
18.0 -14.0 0.9
18.0 -12.0 1.3
18.0 -10.0 1.7
18.0 -8.0 2.1
18.0 -6.0 2.5
18.0 -4.0 2.7
18.0 -2.0 2.8
18.0 0.0 2.7
18.0 2.0 2.5
18.0 4.0 2.2
18.0 6.0 1.8
18.0 8.0 1.3
18.0 10.0 0.8
18.0 12.0 0.3
18.0 14.0 -0.1
18.0 16.0 -0.5
18.0 18.0 -0.9
18.0 20.0 -1.1
18.0 22.0 -1.3
18.0 24.0 -1.5
18.0 26.0 -1.5
18.0 28.0 -1.5
18.0 30.0 -1.4
18.0 32.0 -1.3
18.0 34.0 -1.1
18.0 36.0 -1.0
18.0 38.0 -0.8
18.0 40.0 -0.5
18.0 42.0 -0.3
18.0 44.0 -0.1
18.0 46.0 0.1
18.0 48.0 0.3
18.0 50.0 0.5
20.0 -50.0 -0.1
20.0 -48.0 -0.3
20.0 -46.0 -0.5
20.0 -44.0 -0.7
20.0 -42.0 -0.9
20.0 -40.0 -1.0
20.0 -38.0 -1.1
20.0 -36.0 -1.2
20.0 -34.0 -1.2
20.0 -32.0 -1.2
20.0 -30.0 -1.2
20.0 -28.0 -1.0
20.0 -26.0 -0.9
20.0 -24.0 -0.6
20.0 -22.0 -0.3
20.0 -20.0 0.0
20.0 -18.0 0.4
20.0 -16.0 0.8
20.0 -14.0 1.2
20.0 -12.0 1.5
20.0 -10.0 1.9
20.0 -8.0 2.2
20.0 -6.0 2.4
20.0 -4.0 2.5
20.0 -2.0 2.4
20.0 0.0 2.3
20.0 2.0 2.0
20.0 4.0 1.7
20.0 6.0 1.2
20.0 8.0 0.8
20.0 10.0 0.3
20.0 12.0 -0.1
20.0 14.0 -0.5
20.0 16.0 -0.9
20.0 18.0 -1.1
20.0 20.0 -1.3
20.0 22.0 -1.5
20.0 24.0 -1.5
20.0 26.0 -1.5
20.0 28.0 -1.4
20.0 30.0 -1.3
20.0 32.0 -1.2
20.0 34.0 -1.0
20.0 36.0 -0.8
20.0 38.0 -0.5
20.0 40.0 -0.3
20.0 42.0 -0.1
20.0 44.0 0.1
20.0 46.0 0.3
20.0 48.0 0.5
20.0 50.0 0.6
22.0 -50.0 -0.3
22.0 -48.0 -0.5
22.0 -46.0 -0.7
22.0 -44.0 -0.8
22.0 -42.0 -1.0
22.0 -40.0 -1.1
22.0 -38.0 -1.1
22.0 -36.0 -1.2
22.0 -34.0 -1.2
22.0 -32.0 -1.1
22.0 -30.0 -1.0
22.0 -28.0 -0.8
22.0 -26.0 -0.6
22.0 -24.0 -0.3
22.0 -22.0 0.0
22.0 -20.0 0.3
22.0 -18.0 0.7
22.0 -16.0 1.0
22.0 -14.0 1.4
22.0 -12.0 1.7
22.0 -10.0 1.9
22.0 -8.0 2.1
22.0 -6.0 2.2
22.0 -4.0 2.2
22.0 -2.0 2.1
22.0 0.0 1.8
22.0 2.0 1.5
22.0 4.0 1.2
22.0 6.0 0.7
22.0 8.0 0.3
22.0 10.0 -0.1
22.0 12.0 -0.5
22.0 14.0 -0.8
22.0 16.0 -1.1
22.0 18.0 -1.3
22.0 20.0 -1.5
22.0 22.0 -1.5
22.0 24.0 -1.5
22.0 26.0 -1.5
22.0 28.0 -1.3
22.0 30.0 -1.2
22.0 32.0 -1.0
22.0 34.0 -0.8
22.0 36.0 -0.6
22.0 38.0 -0.3
22.0 40.0 -0.1
22.0 42.0 0.1
22.0 44.0 0.3
22.0 46.0 0.5
22.0 48.0 0.6
22.0 50.0 0.7
24.0 -50.0 -0.5
24.0 -48.0 -0.6
24.0 -46.0 -0.8
24.0 -44.0 -0.9
24.0 -42.0 -1.0
24.0 -40.0 -1.1
24.0 -38.0 -1.1
24.0 -36.0 -1.1
24.0 -34.0 -1.0
24.0 -32.0 -0.9
24.0 -30.0 -0.7
24.0 -28.0 -0.5
24.0 -26.0 -0.3
24.0 -24.0 0.0
24.0 -22.0 0.3
24.0 -20.0 0.6
24.0 -18.0 0.9
24.0 -16.0 1.2
24.0 -14.0 1.5
24.0 -12.0 1.7
24.0 -10.0 1.9
24.0 -8.0 2.0
24.0 -6.0 2.0
24.0 -4.0 1.9
24.0 -2.0 1.7
24.0 0.0 1.4
24.0 2.0 1.1
24.0 4.0 0.7
24.0 6.0 0.3
24.0 8.0 -0.1
24.0 10.0 -0.5
24.0 12.0 -0.8
24.0 14.0 -1.1
24.0 16.0 -1.3
24.0 18.0 -1.5
24.0 20.0 -1.5
24.0 22.0 -1.5
24.0 24.0 -1.5
24.0 26.0 -1.4
24.0 28.0 -1.2
24.0 30.0 -1.0
24.0 32.0 -0.8
24.0 34.0 -0.6
24.0 36.0 -0.3
24.0 38.0 -0.1
24.0 40.0 0.1
24.0 42.0 0.3
24.0 44.0 0.5
24.0 46.0 0.6
24.0 48.0 0.7
24.0 50.0 0.8
26.0 -50.0 -0.6
26.0 -48.0 -0.7
26.0 -46.0 -0.9
26.0 -44.0 -1.0
26.0 -42.0 -1.0
26.0 -40.0 -1.0
26.0 -38.0 -1.0
26.0 -36.0 -0.9
26.0 -34.0 -0.8
26.0 -32.0 -0.7
26.0 -30.0 -0.5
26.0 -28.0 -0.3
26.0 -26.0 0.0
26.0 -24.0 0.3
26.0 -22.0 0.6
26.0 -20.0 0.9
26.0 -18.0 1.1
26.0 -16.0 1.4
26.0 -14.0 1.6
26.0 -12.0 1.7
26.0 -10.0 1.8
26.0 -8.0 1.8
26.0 -6.0 1.7
26.0 -4.0 1.5
26.0 -2.0 1.3
26.0 0.0 1.0
26.0 2.0 0.6
26.0 4.0 0.3
26.0 6.0 -0.1
26.0 8.0 -0.5
26.0 10.0 -0.8
26.0 12.0 -1.1
26.0 14.0 -1.3
26.0 16.0 -1.4
26.0 18.0 -1.5
26.0 20.0 -1.5
26.0 22.0 -1.5
26.0 24.0 -1.4
26.0 26.0 -1.2
26.0 28.0 -1.0
26.0 30.0 -0.8
26.0 32.0 -0.6
26.0 34.0 -0.3
26.0 36.0 -0.1
26.0 38.0 0.1
26.0 40.0 0.3
26.0 42.0 0.5
26.0 44.0 0.6
26.0 46.0 0.8
26.0 48.0 0.8
26.0 50.0 0.9
28.0 -50.0 -0.7
28.0 -48.0 -0.8
28.0 -46.0 -0.9
28.0 -44.0 -1.0
28.0 -42.0 -1.0
28.0 -40.0 -1.0
28.0 -38.0 -0.9
28.0 -36.0 -0.8
28.0 -34.0 -0.6
28.0 -32.0 -0.5
28.0 -30.0 -0.2
28.0 -28.0 0.0
28.0 -26.0 0.3
28.0 -24.0 0.5
28.0 -22.0 0.8
28.0 -20.0 1.0
28.0 -18.0 1.3
28.0 -16.0 1.4
28.0 -14.0 1.6
28.0 -12.0 1.6
28.0 -10.0 1.6
28.0 -8.0 1.6
28.0 -6.0 1.4
28.0 -4.0 1.2
28.0 -2.0 0.9
28.0 0.0 0.6
28.0 2.0 0.3
28.0 4.0 -0.1
28.0 6.0 -0.4
28.0 8.0 -0.8
28.0 10.0 -1.0
28.0 12.0 -1.2
28.0 14.0 -1.4
28.0 16.0 -1.5
28.0 18.0 -1.5
28.0 20.0 -1.4
28.0 22.0 -1.3
28.0 24.0 -1.2
28.0 26.0 -1.0
28.0 28.0 -0.8
28.0 30.0 -0.6
28.0 32.0 -0.3
28.0 34.0 -0.1
28.0 36.0 0.1
28.0 38.0 0.3
28.0 40.0 0.5
28.0 42.0 0.7
28.0 44.0 0.8
28.0 46.0 0.8
28.0 48.0 0.9
28.0 50.0 0.9
30.0 -50.0 -0.8
30.0 -48.0 -0.9
30.0 -46.0 -0.9
30.0 -44.0 -0.9
30.0 -42.0 -0.9
30.0 -40.0 -0.8
30.0 -38.0 -0.7
30.0 -36.0 -0.6
30.0 -34.0 -0.4
30.0 -32.0 -0.2
30.0 -30.0 0.0
30.0 -28.0 0.2
30.0 -26.0 0.5
30.0 -24.0 0.7
